contract_id,customer_id,product_id,contract_type,start_date,end_date,monthly_charges,total_charges,payment_method,auto_renewal,churned,churn_date
1091,1091,3,Monthly,2020-09-30,2022-02-22,173.86,2955.62,Credit Card,1,0,
1092,1092,5,Annual,2022-01-15,2024-03-05,11.72,304.72,Debit Card,1,0,
1093,1093,5,Monthly,2020-11-23,2021-03-23,12.04,48.16,Credit Card,1,1,2021-03-23
1094,1094,4,Monthly,2022-09-29,2025-11-12,453.01,17214.38,Bank Transfer,1,0,
1095,1095,1,Monthly,2023-06-18,2027-01-28,38.93,1712.92,Net Banking,1,0,
1096,1096,5,Monthly,2020-06-28,2023-06-13,9.61,345.96,Debit Card,1,0,
1097,1097,5,Monthly,2023-06-19,2025-12-05,9.35,280.5,Bank Transfer,1,0,
1098,1098,5,Annual,2022-09-27,2024-05-19,11.43,228.6,Debit Card,0,0,
1099,1099,4,Monthly,2021-12-26,2023-02-19,474.86,6648.04,Debit Card,1,0,
1100,1100,3,Monthly,2020-01-27,2023-09-08,181.25,7975.0,Bank Transfer,1,0,
1101,1101,2,Monthly,2021-07-26,2022-03-23,81.02,648.16,Net Banking,1,0,
1102,1102,4,Annual,2023-03-15,2023-05-14,519.01,1038.02,UPI,1,1,2023-05-14
1103,1103,2,Monthly,2021-01-23,2021-02-22,83.76,83.76,UPI,1,0,
1104,1104,5,Monthly,2020-10-26,2023-10-11,12.64,455.04,Debit Card,1,1,2021-02-23
1105,1105,4,Monthly,2021-11-22,2025-08-03,468.52,21083.4,Bank Transfer,1,0,
1106,1106,4,Monthly,2020-02-10,2022-04-30,435.43,11756.61,Net Banking,1,1,2021-11-01
1107,1107,1,Annual,2022-09-13,2026-03-26,29.65,1274.95,Bank Transfer,0,0,
1108,1108,2,Annual,2022-03-07,2022-07-05,75.29,301.16,Bank Transfer,1,0,
1109,1109,4,Monthly,2020-02-16,2023-07-30,441.75,18553.5,Net Banking,1,0,
1110,1110,1,Monthly,2022-09-02,2023-04-30,32.7,261.6,Net Banking,1,0,
1111,1111,5,Annual,2022-03-18,2022-06-16,10.77,32.31,Bank Transfer,0,1,2022-04-17
1112,1112,3,Annual,2023-06-16,2026-10-28,188.88,7744.08,Debit Card,1,1,2025-08-04
1113,1113,5,Monthly,2023-06-29,2026-04-14,9.65,328.1,UPI,1,0,
1114,1114,1,Annual,2022-12-31,2025-10-16,30.9,1050.6,Credit Card,1,0,
1115,1115,3,Annual,2020-01-14,2020-11-09,165.97,1659.7,Bank Transfer,1,0,
1116,1116,2,Monthly,2020-10-05,2024-03-18,92.69,3892.98,Net Banking,1,1,2023-08-21
1117,1117,2,Monthly,2022-04-28,2024-08-15,101.97,2855.16,Net Banking,1,0,
1118,1118,2,Monthly,2020-08-29,2021-07-25,97.58,1073.38,Bank Transfer,1,1,2020-09-28
1119,1119,5,Annual,2022-04-25,2023-01-20,12.35,111.15,Credit Card,0,1,2022-07-24
1120,1120,2,Annual,2022-09-18,2023-10-13,93.51,1215.63,Debit Card,1,0,
1121,1121,5,Annual,2022-09-11,2025-11-24,10.52,410.28,UPI,1,0,
1122,1122,3,Annual,2023-02-27,2026-10-09,184.27,8107.88,Debit Card,1,1,2023-03-29
1123,1123,5,Annual,2023-04-07,2026-10-18,12.71,546.53,UPI,0,1,2024-05-31
1124,1124,3,Annual,2022-12-12,2026-02-24,136.1,5307.9,Debit Card,0,0,
1125,1125,4,Annual,2020-03-03,2022-02-21,399.77,9594.48,Bank Transfer,0,0,
1126,1126,3,Annual,2022-09-14,2024-11-02,184.36,4793.36,Bank Transfer,1,1,2023-10-09
1127,1127,1,Annual,2020-12-25,2021-01-24,28.57,28.57,UPI,1,1,2021-01-24
1128,1128,4,Annual,2022-10-31,2023-01-29,416.3,1248.9,UPI,0,0,
1129,1129,2,Annual,2020-05-03,2020-10-30,94.39,566.34,UPI,1,0,
1130,1130,3,Monthly,2020-02-10,2021-06-04,187.41,2998.56,Bank Transfer,1,1,2020-07-09
1131,1131,5,Monthly,2022-10-27,2024-09-16,12.48,287.04,Debit Card,1,0,
1132,1132,3,Annual,2021-01-21,2023-01-11,151.58,3637.92,Debit Card,1,0,
1133,1133,1,Monthly,2022-11-14,2024-02-07,32.12,481.8,Bank Transfer,1,0,
1134,1134,2,Annual,2021-12-02,2024-09-17,85.04,2891.36,Bank Transfer,1,1,2023-07-25
1135,1135,4,Annual,2022-09-14,2025-05-01,514.83,16474.56,Debit Card,1,0,
1136,1136,1,Monthly,2020-12-14,2024-11-23,27.6,1324.8,Net Banking,0,0,
1137,1137,2,Monthly,2021-08-23,2022-07-19,102.75,1130.25,Net Banking,1,1,2022-03-21
1138,1138,4,Annual,2021-06-29,2021-11-26,514.63,2573.15,Net Banking,1,0,
1139,1139,4,Monthly,2021-07-14,2022-08-08,502.79,6536.27,Bank Transfer,1,0,
1140,1140,1,Monthly,2021-05-25,2024-07-08,37.97,1442.86,Bank Transfer,1,0,
1141,1141,5,Monthly,2022-06-08,2023-08-02,10.27,143.78,Net Banking,1,0,
1142,1142,2,Annual,2022-06-04,2025-02-18,86.84,2865.72,UPI,1,0,
1143,1143,1,Annual,2021-11-09,2021-12-09,30.6,30.6,Credit Card,0,0,
1144,1144,4,Annual,2020-12-02,2022-04-26,503.22,8554.74,Debit Card,1,1,2022-04-26
1145,1145,3,Monthly,2020-02-01,2023-04-16,140.07,5462.73,Credit Card,1,0,
1146,1146,5,Monthly,2022-06-13,2022-11-10,10.15,50.75,Net Banking,0,0,
1147,1147,1,Annual,2023-02-17,2023-12-14,37.07,370.7,UPI,1,0,
1148,1148,1,Monthly,2023-06-24,2023-09-22,37.44,112.32,Debit Card,1,0,
1149,1149,2,Annual,2022-11-09,2023-07-07,72.52,580.16,UPI,1,0,
1150,1150,2,Monthly,2023-06-20,2026-11-01,98.98,4058.18,Bank Transfer,1,1,2026-05-05
1151,1151,3,Annual,2022-05-18,2025-10-29,154.62,6494.04,Debit Card,1,0,
1152,1152,4,Annual,2023-01-11,2023-02-10,412.71,412.71,Credit Card,1,0,
1153,1153,2,Annual,2023-02-17,2024-02-12,79.46,953.52,Net Banking,1,1,2023-09-15
1154,1154,5,Annual,2023-05-30,2026-08-12,12.76,497.64,Bank Transfer,0,0,
1155,1155,2,Annual,2020-10-20,2022-12-09,75.99,1975.74,Bank Transfer,1,0,
1156,1156,5,Monthly,2022-09-24,2026-03-07,12.94,543.48,Credit Card,1,0,
1157,1157,3,Monthly,2022-07-03,2025-01-18,174.52,5410.12,Net Banking,0,0,
1158,1158,1,Annual,2020-11-02,2023-01-21,31.9,861.3,UPI,1,0,
1159,1159,3,Annual,2022-04-23,2023-02-17,180.45,1804.5,UPI,1,0,
1160,1160,4,Monthly,2022-06-29,2024-02-19,399.66,7993.2,Credit Card,1,0,
1161,1161,2,Monthly,2023-02-05,2024-10-27,79.21,1663.41,Bank Transfer,0,1,2024-01-01
1162,1162,4,Annual,2023-02-21,2023-09-19,362.03,2534.21,Debit Card,1,0,
1163,1163,5,Monthly,2023-04-19,2025-12-04,12.95,414.4,Credit Card,1,1,2024-04-13
1164,1164,3,Monthly,2020-10-31,2021-08-27,176.69,1766.9,Bank Transfer,1,0,
1165,1165,2,Annual,2020-10-14,2024-08-24,74.26,3490.22,Debit Card,0,0,
1166,1166,5,Annual,2020-11-25,2021-02-23,9.75,29.25,UPI,1,0,
1167,1167,2,Annual,2022-07-04,2024-11-20,81.16,2353.64,Net Banking,1,0,
1168,1168,5,Annual,2021-02-23,2021-04-24,10.76,21.52,Debit Card,1,0,
1169,1169,1,Monthly,2022-10-09,2024-06-30,38.82,815.22,Net Banking,1,0,
1170,1170,5,Annual,2020-05-21,2022-02-10,9.3,195.3,Net Banking,1,1,2022-02-10
1171,1171,5,Monthly,2020-06-14,2024-02-24,11.22,504.9,Net Banking,1,0,
1172,1172,5,Monthly,2022-04-05,2025-10-16,9.66,415.38,UPI,1,0,
1173,1173,5,Annual,2021-01-25,2023-02-14,9.76,244.0,Credit Card,0,0,
1174,1174,2,Annual,2021-07-30,2023-06-20,88.27,2030.21,Credit Card,1,0,
1175,1175,2,Monthly,2020-03-27,2021-12-17,100.63,2113.23,Bank Transfer,1,1,2021-04-21
1176,1176,3,Annual,2023-02-03,2024-05-28,171.13,2738.08,Net Banking,0,0,
1177,1177,1,Annual,2021-12-15,2022-01-14,27.6,27.6,Credit Card,0,1,2022-01-14
1178,1178,2,Annual,2022-05-13,2024-01-03,75.74,1514.8,Debit Card,0,1,2024-01-03
1179,1179,2,Annual,2020-12-30,2021-10-26,77.69,776.9,Debit Card,1,1,2021-10-26
1180,1180,4,Annual,2020-07-28,2022-09-16,483.02,12558.52,Credit Card,1,0,
1181,1181,4,Monthly,2021-07-05,2024-03-21,419.47,13842.51,UPI,1,0,
1182,1182,4,Monthly,2021-03-17,2024-09-27,431.16,18539.88,UPI,1,0,
1183,1183,4,Monthly,2023-02-14,2026-04-29,471.64,18393.96,UPI,0,0,
1184,1184,1,Annual,2023-02-03,2026-11-14,34.19,1572.74,UPI,1,0,
1185,1185,3,Annual,2020-07-12,2021-04-08,147.0,1323.0,Net Banking,1,0,
1186,1186,2,Annual,2021-12-07,2023-05-01,99.19,1686.23,Credit Card,1,0,
1187,1187,1,Annual,2020-05-04,2022-12-20,27.5,880.0,Net Banking,1,0,
1188,1188,2,Monthly,2022-03-12,2025-05-25,77.37,3017.43,Bank Transfer,1,0,
1189,1189,4,Annual,2020-04-12,2020-10-09,446.53,2679.18,UPI,1,0,
1190,1190,5,Monthly,2020-09-19,2021-03-18,9.36,56.16,Net Banking,1,0,
1191,1191,3,Annual,2020-06-23,2021-01-19,140.77,985.39,Bank Transfer,1,0,
1192,1192,1,Monthly,2020-05-08,2022-02-27,28.95,636.9,Credit Card,1,1,2020-09-05
1193,1193,1,Annual,2021-11-07,2025-04-20,31.83,1336.86,Debit Card,0,0,
1194,1194,4,Monthly,2020-05-26,2020-07-25,410.16,820.32,Credit Card,1,0,
1195,1195,4,Annual,2021-10-31,2024-05-18,512.3,15881.3,Net Banking,1,0,
1196,1196,2,Monthly,2020-10-07,2023-08-23,93.71,3279.85,Debit Card,1,0,
1197,1197,5,Monthly,2021-05-05,2023-09-22,11.99,347.71,Bank Transfer,0,0,
1198,1198,2,Annual,2021-06-11,2023-04-02,95.32,2097.04,Net Banking,1,0,
1199,1199,2,Annual,2023-06-26,2025-09-13,76.22,2057.94,Bank Transfer,1,0,
1200,1200,1,Annual,2020-08-04,2020-09-03,31.35,31.35,Net Banking,1,1,2020-09-03
1201,1201,4,Annual,2020-04-21,2021-12-12,362.62,7252.4,Net Banking,1,0,
1202,1202,4,Monthly,2022-02-11,2023-04-07,505.08,7071.12,Credit Card,1,1,2022-09-09
1203,1203,3,Monthly,2023-02-13,2023-05-14,158.76,476.28,UPI,0,0,
1204,1204,2,Monthly,2022-01-08,2022-10-05,95.38,858.42,Net Banking,1,1,2022-06-07
1205,1205,2,Monthly,2021-12-19,2025-04-02,89.43,3577.2,Bank Transfer,0,0,
1206,1206,4,Monthly,2022-01-05,2025-02-18,378.91,14398.58,Debit Card,0,0,
1207,1207,2,Monthly,2022-01-28,2022-11-24,83.66,836.6,Debit Card,0,1,2022-05-28
1208,1208,1,Annual,2021-04-24,2023-04-14,33.81,811.44,Credit Card,1,0,
1209,1209,5,Annual,2022-12-19,2026-06-01,12.29,516.18,Bank Transfer,1,0,
1210,1210,1,Annual,2022-11-15,2025-03-04,27.51,770.28,Net Banking,1,0,
1211,1211,4,Annual,2020-01-21,2023-08-03,411.46,17692.78,Bank Transfer,1,0,
1212,1212,2,Monthly,2020-01-24,2020-04-23,82.2,246.6,UPI,1,0,
1213,1213,4,Annual,2020-10-29,2022-08-20,396.01,8712.22,Bank Transfer,0,0,
1214,1214,2,Monthly,2020-09-03,2024-06-14,89.53,4118.38,Bank Transfer,1,0,
1215,1215,4,Monthly,2020-03-15,2021-10-06,501.8,9534.2,Net Banking,1,0,
1216,1216,3,Annual,2021-03-09,2022-02-02,187.0,2057.0,Debit Card,1,0,
1217,1217,2,Monthly,2022-05-29,2025-01-13,91.72,2935.04,Net Banking,0,0,
1218,1218,4,Monthly,2020-11-14,2022-03-09,515.11,8241.76,Debit Card,1,0,
1219,1219,1,Annual,2020-01-14,2022-11-29,32.07,1122.45,Debit Card,1,0,
1220,1220,5,Annual,2023-03-08,2025-04-26,9.06,235.56,Credit Card,0,0,
1221,1221,4,Annual,2022-05-17,2025-01-31,418.42,13807.86,Credit Card,0,0,
1222,1222,4,Monthly,2022-08-16,2025-01-02,396.85,11508.65,Net Banking,1,0,
1223,1223,5,Annual,2020-06-05,2021-01-01,10.25,71.75,Bank Transfer,0,0,
1224,1224,4,Monthly,2023-06-21,2025-06-10,380.62,9134.88,Debit Card,0,1,2025-01-11
1225,1225,3,Annual,2020-10-17,2022-06-09,161.53,3230.6,UPI,0,0,
1226,1226,4,Annual,2020-08-13,2021-10-07,375.52,5257.28,Net Banking,1,0,
1227,1227,5,Annual,2020-09-09,2021-01-07,10.27,41.08,Credit Card,1,0,
1228,1228,1,Annual,2023-02-24,2026-07-08,33.9,1389.9,UPI,1,0,
1229,1229,3,Annual,2023-01-19,2026-03-04,147.88,5619.44,Bank Transfer,1,0,
1230,1230,5,Monthly,2021-06-28,2022-07-23,12.51,162.63,Bank Transfer,1,0,
1231,1231,3,Annual,2023-06-26,2025-08-14,167.81,4363.06,Credit Card,0,0,
1232,1232,3,Monthly,2022-04-21,2023-08-14,194.62,3113.92,Credit Card,1,0,
1233,1233,3,Annual,2023-03-27,2024-08-18,149.65,2544.05,Bank Transfer,0,0,
1234,1234,5,Monthly,2022-01-03,2022-11-29,9.09,99.99,Debit Card,1,0,
1235,1235,3,Monthly,2020-11-13,2021-09-09,176.4,1764.0,Debit Card,1,0,
1236,1236,1,Monthly,2022-08-05,2025-08-19,38.97,1441.89,Debit Card,1,0,
1237,1237,2,Annual,2021-02-12,2021-11-09,82.3,740.7,Net Banking,1,0,
1238,1238,2,Annual,2021-02-15,2024-05-30,99.49,3979.6,Net Banking,1,0,
1239,1239,4,Annual,2022-08-25,2023-12-18,459.5,7352.0,Bank Transfer,1,1,2023-07-21
1240,1240,1,Monthly,2021-08-30,2021-11-28,28.63,85.89,Credit Card,1,1,2021-10-29
1241,1241,5,Monthly,2023-03-20,2023-08-17,10.68,53.4,Debit Card,0,0,
1242,1242,4,Annual,2022-02-03,2023-07-28,406.92,7324.56,Credit Card,0,0,
1243,1243,5,Annual,2023-02-25,2026-04-10,11.09,421.42,Net Banking,1,1,2024-12-16
1244,1244,1,Annual,2020-06-14,2020-12-11,30.93,185.58,Net Banking,0,1,2020-07-14
1245,1245,1,Annual,2022-04-06,2023-12-27,32.23,676.83,Debit Card,1,0,
1246,1246,3,Annual,2021-10-05,2022-12-29,142.45,2136.75,UPI,0,0,
1247,1247,4,Monthly,2022-08-12,2023-10-06,467.74,6548.36,Debit Card,0,0,
1248,1248,5,Monthly,2020-02-15,2022-10-02,10.79,345.28,Credit Card,1,1,2022-05-05
1249,1249,5,Annual,2020-11-04,2024-07-16,12.83,577.35,UPI,1,0,
1250,1250,3,Annual,2022-03-11,2022-05-10,190.52,381.04,UPI,1,1,2022-04-10
1251,1251,1,Monthly,2022-10-24,2024-11-12,36.56,914.0,Bank Transfer,1,0,
1252,1252,1,Annual,2021-12-17,2023-08-09,28.61,572.2,Credit Card,0,0,
1253,1253,4,Annual,2022-03-21,2025-12-30,407.59,18749.14,UPI,0,0,
1254,1254,2,Monthly,2020-07-07,2024-02-17,92.72,4079.68,UPI,1,0,
1255,1255,2,Annual,2020-05-01,2021-03-27,85.69,942.59,Credit Card,1,0,
1256,1256,5,Annual,2022-09-04,2023-07-31,9.05,99.55,Debit Card,0,0,
1257,1257,3,Annual,2022-11-11,2026-05-24,193.91,8338.13,Net Banking,1,0,
1258,1258,1,Annual,2022-04-04,2024-06-22,35.74,964.98,UPI,0,0,
1259,1259,3,Annual,2021-08-19,2024-04-05,173.73,5559.36,Debit Card,0,0,
1260,1260,5,Annual,2020-01-08,2023-09-19,12.07,543.15,Bank Transfer,1,0,
1261,1261,2,Annual,2022-07-04,2025-09-16,97.25,3792.75,Bank Transfer,0,0,
1262,1262,2,Annual,2023-06-24,2023-09-22,90.85,272.55,UPI,1,0,
1263,1263,1,Monthly,2022-06-17,2024-01-08,34.16,649.04,Net Banking,1,1,2023-08-11
1264,1264,2,Annual,2020-05-27,2021-07-21,76.07,1064.98,UPI,1,0,
1265,1265,5,Annual,2021-01-22,2021-08-20,9.51,66.57,Bank Transfer,0,0,
1266,1266,2,Monthly,2020-03-09,2023-09-20,99.73,4288.39,Bank Transfer,0,0,
1267,1267,1,Annual,2023-05-30,2024-08-22,30.01,450.15,Net Banking,0,1,2023-12-26
1268,1268,2,Monthly,2022-09-22,2023-06-19,101.1,909.9,UPI,1,0,
1269,1269,4,Annual,2021-12-15,2023-08-07,387.61,7752.2,UPI,1,0,
1270,1270,5,Annual,2020-07-27,2024-05-07,10.83,498.18,Bank Transfer,1,0,
1271,1271,1,Annual,2023-06-05,2026-03-21,28.69,975.46,Bank Transfer,1,0,
1272,1272,5,Annual,2021-11-30,2025-05-13,10.92,458.64,UPI,1,0,
1273,1273,3,Monthly,2020-07-14,2022-08-03,166.32,4158.0,Debit Card,1,1,2022-06-04
1274,1274,2,Annual,2020-01-28,2023-02-11,92.55,3424.35,Bank Transfer,1,0,
1275,1275,3,Annual,2022-11-12,2025-09-27,193.34,6766.9,UPI,1,0,
1276,1276,4,Annual,2021-02-15,2023-06-05,469.86,13156.08,Net Banking,1,0,
1277,1277,1,Monthly,2020-04-16,2023-11-27,33.49,1473.56,Net Banking,1,0,
1278,1278,5,Monthly,2020-03-02,2021-03-27,10.57,137.41,Credit Card,0,0,
1279,1279,2,Annual,2023-01-25,2023-11-21,85.34,853.4,Credit Card,1,0,
1280,1280,3,Annual,2023-06-06,2025-02-25,156.37,3283.77,Bank Transfer,1,0,
1281,1281,4,Annual,2020-02-06,2021-07-30,412.88,7431.84,Net Banking,1,0,
1282,1282,5,Annual,2020-06-13,2022-03-05,11.99,251.79,Credit Card,1,0,
1283,1283,1,Monthly,2020-10-31,2022-03-25,32.63,554.71,Net Banking,0,1,2022-03-25
1284,1284,1,Annual,2023-06-05,2025-03-26,33.24,731.28,Debit Card,1,0,
1285,1285,4,Annual,2022-03-17,2025-10-27,369.19,16244.36,UPI,0,0,
1286,1286,1,Annual,2022-03-19,2022-10-15,28.84,201.88,UPI,1,0,
1287,1287,4,Monthly,2022-12-19,2025-09-04,454.19,14988.27,Debit Card,1,0,
1288,1288,5,Monthly,2023-06-20,2024-07-14,11.11,144.43,Credit Card,1,0,
1289,1289,4,Annual,2022-02-11,2023-05-07,493.83,7407.45,Credit Card,1,0,
1290,1290,1,Annual,2021-04-18,2021-06-17,38.49,76.98,Bank Transfer,1,1,2021-06-17
1291,1291,4,Annual,2023-01-10,2023-11-06,506.6,5066.0,Debit Card,1,0,
1292,1292,2,Monthly,2020-05-16,2024-01-26,82.64,3718.8,Bank Transfer,0,0,
1293,1293,3,Monthly,2023-01-11,2023-03-12,193.97,387.94,Credit Card,1,1,2023-02-10
1294,1294,4,Annual,2020-07-26,2024-02-06,452.53,19458.79,Credit Card,1,0,
1295,1295,2,Annual,2022-10-19,2025-05-06,91.07,2823.17,Bank Transfer,1,0,
1296,1296,1,Annual,2021-02-15,2021-11-12,37.08,333.72,UPI,1,1,2021-04-16
1297,1297,5,Monthly,2020-07-24,2022-07-14,10.55,253.2,UPI,0,1,2020-09-22
1298,1298,1,Annual,2020-10-08,2021-12-02,31.24,437.36,Net Banking,1,0,
1299,1299,4,Annual,2021-07-03,2024-03-19,515.78,17020.74,Debit Card,0,0,
1300,1300,1,Annual,2021-10-02,2023-02-24,35.11,596.87,Bank Transfer,1,0,
1301,1301,3,Monthly,2023-04-08,2024-01-03,174.46,1570.14,Bank Transfer,1,1,2023-09-05
1302,1302,2,Annual,2022-11-29,2023-09-25,92.81,928.1,Debit Card,1,1,2023-01-28
1303,1303,4,Annual,2023-06-15,2026-03-31,456.06,15506.04,UPI,1,0,
1304,1304,4,Annual,2021-06-12,2021-08-11,434.97,869.94,Debit Card,1,1,2021-07-12
1305,1305,4,Annual,2020-03-30,2024-03-09,430.39,20658.72,Net Banking,1,0,
1306,1306,1,Annual,2021-07-23,2023-07-13,34.3,823.2,UPI,1,1,2021-10-21
1307,1307,4,Annual,2021-05-13,2023-08-31,478.04,13385.12,Debit Card,1,0,
1308,1308,2,Monthly,2020-11-08,2020-12-08,88.02,88.02,Bank Transfer,1,1,2020-12-08
1309,1309,1,Annual,2020-12-25,2023-02-13,35.34,918.84,Bank Transfer,1,0,
1310,1310,4,Annual,2020-04-11,2021-03-07,399.14,4390.54,Net Banking,1,1,2020-05-11
1311,1311,3,Annual,2020-03-16,2024-01-25,167.91,7891.77,Debit Card,1,0,
1312,1312,1,Annual,2022-05-19,2024-08-06,37.05,1000.35,Credit Card,0,0,
1313,1313,3,Annual,2022-06-14,2023-07-09,176.98,2300.74,Bank Transfer,1,0,
1314,1314,5,Monthly,2023-01-08,2026-07-21,12.85,552.55,Credit Card,1,1,2025-10-24
1315,1315,1,Monthly,2021-06-18,2023-12-05,33.48,1004.4,Net Banking,0,0,
1316,1316,5,Annual,2021-02-27,2022-12-19,11.24,247.28,Credit Card,1,0,
1317,1317,1,Annual,2022-06-30,2023-04-26,29.82,298.2,Net Banking,1,1,2022-08-29
1318,1318,1,Annual,2023-04-08,2026-07-21,33.02,1320.8,Debit Card,1,0,
1319,1319,2,Monthly,2022-08-12,2025-02-27,93.73,2905.63,Net Banking,1,1,2023-07-08
1320,1320,4,Annual,2022-10-31,2026-08-11,446.73,20549.58,Bank Transfer,1,0,
1321,1321,5,Annual,2022-02-12,2024-07-31,12.92,387.6,Credit Card,1,0,
1322,1322,3,Annual,2020-04-28,2022-07-17,164.77,4448.79,Credit Card,1,0,
1323,1323,4,Annual,2020-11-27,2023-10-13,459.88,16095.8,Debit Card,0,0,
1324,1324,3,Annual,2022-03-21,2024-12-05,138.97,4586.01,Bank Transfer,1,0,
1325,1325,2,Monthly,2020-06-04,2023-05-20,90.58,3260.88,Net Banking,1,0,
1326,1326,4,Monthly,2023-06-02,2025-07-21,492.27,12799.02,Bank Transfer,0,0,
1327,1327,5,Annual,2022-08-09,2024-10-27,9.81,264.87,Credit Card,0,1,2024-05-30
1328,1328,4,Annual,2022-02-19,2024-04-09,372.67,9689.42,Credit Card,0,0,
1329,1329,5,Monthly,2023-04-12,2023-12-08,12.73,101.84,UPI,1,0,
1330,1330,3,Monthly,2021-05-19,2024-05-03,187.7,6757.2,Bank Transfer,1,1,2024-04-03
1331,1331,2,Annual,2022-01-20,2025-07-03,84.37,3543.54,Bank Transfer,1,0,
1332,1332,2,Monthly,2021-11-01,2021-12-31,92.75,185.5,Net Banking,1,0,
1333,1333,1,Annual,2020-06-03,2020-09-01,37.46,112.38,Debit Card,0,0,
1334,1334,3,Annual,2022-06-05,2023-04-01,170.36,1703.6,Debit Card,0,0,
1335,1335,3,Monthly,2023-05-08,2024-10-29,189.3,3407.4,Net Banking,1,0,
1336,1336,5,Annual,2020-03-09,2023-05-23,12.6,491.4,UPI,1,0,
1337,1337,4,Monthly,2021-05-18,2023-08-06,438.52,11840.04,Bank Transfer,1,0,
1338,1338,4,Monthly,2021-11-21,2022-12-16,414.12,5383.56,Net Banking,1,1,2022-07-19
1339,1339,2,Monthly,2023-02-10,2027-01-20,75.24,3611.52,Debit Card,0,0,
1340,1340,3,Monthly,2020-12-27,2022-09-18,154.75,3249.75,UPI,1,0,
1341,1341,1,Annual,2022-12-13,2026-07-25,37.85,1665.4,Bank Transfer,1,0,
1342,1342,5,Annual,2022-06-28,2025-10-10,11.4,456.0,UPI,1,0,
1343,1343,2,Annual,2022-05-19,2023-10-11,73.42,1248.14,Debit Card,1,0,
1344,1344,3,Monthly,2020-12-11,2021-05-10,153.67,768.35,Credit Card,1,1,2021-01-10
1345,1345,1,Monthly,2020-01-29,2021-04-23,38.72,580.8,Debit Card,1,0,
1346,1346,4,Annual,2022-08-17,2025-07-02,518.46,18146.1,Net Banking,0,0,
1347,1347,1,Annual,2022-03-20,2025-06-02,27.89,1087.71,Net Banking,0,0,
1348,1348,1,Annual,2022-04-23,2024-09-09,33.44,969.76,UPI,1,0,
1349,1349,1,Annual,2022-11-02,2024-09-22,32.11,738.53,Net Banking,0,0,
1350,1350,1,Annual,2023-04-19,2024-11-09,27.29,518.51,Net Banking,1,0,
1351,1351,1,Annual,2020-12-22,2022-08-14,36.76,735.2,Debit Card,0,1,2022-08-14
1352,1352,4,Annual,2020-06-10,2022-12-27,394.97,12244.07,Credit Card,1,0,
1353,1353,4,Annual,2021-07-19,2024-09-01,511.17,19424.46,Debit Card,1,0,
1354,1354,3,Annual,2023-05-26,2027-03-06,175.15,8056.9,Bank Transfer,1,0,
1355,1355,3,Annual,2020-09-07,2023-08-23,181.43,6531.48,Bank Transfer,0,1,2021-03-06
1356,1356,5,Annual,2023-01-06,2025-12-21,10.46,376.56,Debit Card,1,0,
1357,1357,2,Monthly,2022-06-18,2023-09-11,77.59,1163.85,UPI,0,0,
1358,1358,5,Monthly,2021-02-10,2024-01-26,10.38,373.68,Bank Transfer,1,0,
1359,1359,3,Annual,2020-04-17,2022-05-07,136.43,3410.75,UPI,1,0,
1360,1360,4,Annual,2020-11-04,2023-05-23,473.43,14676.33,UPI,1,0,
1361,1361,3,Annual,2021-05-05,2023-03-26,167.67,3856.41,Net Banking,1,0,
1362,1362,3,Annual,2020-05-03,2024-04-12,190.9,9163.2,Credit Card,1,0,
1363,1363,1,Annual,2022-02-07,2022-03-09,31.03,31.03,Credit Card,1,0,
1364,1364,2,Annual,2023-01-04,2026-07-17,75.0,3225.0,UPI,1,1,2023-08-02
1365,1365,1,Monthly,2020-12-04,2022-07-27,37.04,740.8,Credit Card,1,1,2022-06-27
1366,1366,5,Annual,2020-02-17,2023-02-01,9.8,352.8,Credit Card,1,0,
1367,1367,5,Monthly,2021-11-15,2024-12-29,12.23,464.74,UPI,1,0,
1368,1368,5,Monthly,2020-06-08,2021-07-03,12.07,156.91,UPI,0,1,2021-06-03
1369,1369,3,Monthly,2023-01-13,2026-01-27,178.55,6606.35,Debit Card,1,0,
1370,1370,5,Monthly,2020-03-19,2023-03-04,12.55,451.8,Credit Card,1,0,
1371,1371,4,Annual,2020-08-08,2024-07-18,420.4,20179.2,Credit Card,1,0,
1372,1372,3,Monthly,2020-03-01,2020-11-26,194.83,1753.47,UPI,1,0,
1373,1373,1,Monthly,2022-03-14,2022-06-12,28.6,85.8,Debit Card,1,1,2022-05-13
1374,1374,5,Annual,2020-06-07,2023-07-22,11.17,424.46,Net Banking,0,0,
1375,1375,2,Annual,2021-12-23,2024-12-07,79.05,2845.8,Credit Card,1,0,
1376,1376,3,Monthly,2021-09-07,2024-03-25,186.84,5792.04,UPI,1,0,
1377,1377,2,Annual,2020-07-15,2022-09-03,75.84,1971.84,Debit Card,0,0,
1378,1378,2,Monthly,2021-07-11,2023-06-01,74.0,1702.0,UPI,1,1,2022-09-04
1379,1379,1,Annual,2020-04-22,2021-01-17,37.41,336.69,Bank Transfer,1,1,2020-11-18
1380,1380,3,Monthly,2020-03-09,2022-10-25,180.08,5762.56,Bank Transfer,1,1,2022-01-28
1381,1381,4,Annual,2021-02-12,2024-05-27,461.38,18455.2,Debit Card,1,0,
1382,1382,4,Annual,2021-04-27,2024-12-07,430.18,18927.92,Credit Card,1,0,
1383,1383,1,Annual,2021-04-05,2024-06-18,27.53,1073.67,Bank Transfer,0,0,
1384,1384,2,Annual,2022-04-23,2022-05-23,103.12,103.12,Credit Card,1,0,
